dc.title,dc.contributor.author,dc.contributor,dc.contributor.editor,dc.subject.frascati,dc.subject.free,dc.description,dc.publisher,dc.date,dc.type,Orfeo.peerreviewed,dc.identifier.isbn,dc.identifier.issn,dc.identifier.publisherlink,dc.identifier.doi,dc.identifier.isi,dc.identifier.pubmed,dc.identifier.url,dc.identifier.scopus,dc.identifier.worldcat,dc.identifier.limo,dc.identifier.depositnumber,dc.source.title,dc.source.volume,dc.source.issue,dc.source.page,dc.relation.ispartofseries,dc.identifier.citation,dc.language,dc.relation.project,dc.audience,dc.coverage.spatial,dc.coverage.temporal,file
"Turraeanthus africanus: anatomie","Uetimane, E.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","Fondation PROTA, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Ressources végétales de l'Afrique tropicale","7(1)","","648","Bois d'oeuvre 1","","FR","","Scientifique","","",""
"Albizia adianthifolia: anatomy","Ng'andwe, P.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","42","Timbers 1","","EN","","Scientifique","","",""
"Albizia ferruginea: anatomy","Ng'andwe, P.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","51-52","Timbers 1","","EN","","Scientifique","","",""
"Autranella congolensis: anatomy","Beeckman, H.||Détienne, P.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","88","Timbers 1","","EN","","Scientifique","","",""
"Beilschmiedia mannii: anatomy","Gasson, P.E.||Ng'andwe, P.||Beeckman, H.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","110","Timbers 1","","EN","","Scientifique","","",""
"Cassipourea malosana: anatomy","Banak, L.N.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","136","Timbers 1","","EN","","Scientifique","","",""
"Entandrophragma angolense: anatomy","Banak, L.N.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","234","Timbers 1","","EN","","Scientifique","","",""
"Entandrophragma candollei: anatomy","Banak, L.N.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","237-238","Timbers 1","","EN","","Scientifique","","",""
"Entandrophragma cylindricum: anatomy","Banak, L.N.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","241","Timbers 1","","EN","","Scientifique","","",""
"Entandrophragma utile: anatomy","Banak, L.N.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","247-248","Timbers 1","","EN","","Scientifique","","",""
"Ficus sur: anatomy","Uetimane, E.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","287","Timbers 1","","EN","","Scientifique","","",""
"Haplormosia monophylla: anatomy","Ng'andwe, P.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","308-309","Timbers 1","","EN","","Scientifique","","",""
"Heritiera utilis: anatomy","Ng'andwe, P.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","314","Timbers 1","","EN","","Scientifique","","",""
"Lovoa trichilioides: anatomy","Beeckman, H.||Détienne, P.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","351","Timbers 1","","EN","","Scientifique","","",""
"Mansonia altissima: anatomy","Ng'andwe, P.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","358-359","Timbers 1","","EN","","Scientifique","","",""
"Millettia laurentii: anatomy","Ng'andwe, P.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","371","Timbers 1","","EN","","Scientifique","","",""
"Millettia stuhlmannii: anatomy","Ng'andwe, P.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","375","Timbers 1","","EN","","Scientifique","","",""
"Ocotea kenyensis: anatomy","Ng'andwe, P.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","403-404","Timbers 1","","EN","","Scientifique","","",""
"Ocotea usambarensis: anatomy","Ng'andwe, P.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","406","Timbers 1","","EN","","Scientifique","","",""
"Pericopsis elata: anatomy","Ng'andwe, P.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","424-425","Timbers 1","","EN","","Scientifique","","",""
"Phylloxylon perrieri: anatomy","Banak, L.N.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","427","Timbers 1","","EN","","Scientifique","","",""
"Piptadeniastrum africanum: anatomy","Uetimane, E.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","448-449","Timbers 1","","EN","","Scientifique","","",""
"Pseudocedrela kotschyi: anatomy","Uetimane, E.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","470-471","Timbers 1","","EN","","Scientifique","","",""
"Pterocarpus angolensis: anatomy","Banak, L.N.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","476","Timbers 1","","EN","","Scientifique","","",""
"Pterocarpus erinaceus: anatomy","Banak, L.N.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","480","Timbers 1","","EN","","Scientifique","","",""
"Pterygota macrocarpa: anatomy","Banak, L.N.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","495","Timbers 1","","EN","","Scientifique","","",""
"Quassia undulata: anatomy","Uetimane, E.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","500","Timbers 1","","EN","","Scientifique","","",""
"Sterculia oblonga: anatomy","Uetimane, E.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","514","Timbers 1","","EN","","Scientifique","","",""
"Streblus dimepate: anatomy","Beeckman, H.||Détienne, P.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","521","Timbers 1","","EN","","Scientifique","","",""
"Swietenia macrophylla: anatomy","Uetimane, E.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","524","Timbers 1","","EN","","Scientifique","","",""
"Tieghemella africana: anatomy","Banak, L.N.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","552-553","Timbers 1","","EN","","Scientifique","","",""
"Turraeanthus africanus: anatomy","Uetimane, E.||Beeckman, H.||Gasson, P.E.","","Louppe D., Oteng-Amoako A.A., Brink M.","","Wood biology","","PROTA Foundation, Backhuys Publishers, CTA","2008","Partie douvrage peer reviewed","yes","","","","","","","","","","","","Prota - Plant resources of tropical Africa","7(1)","","571","Timbers 1","","EN","","Scientifique","","",""
"Un recueil de proverbes mbuun d'Imbongo (RD Congo, bantu B87)","Muluwa Koni, J.||Bostoen, K.","","","","Culture & Society","","","2008","Article scientifique non peer reviewed","no","","","","","","","","","","","","Annales Aequatoria","29","","381-423","","","FR","","Scientifique","","","http://www.africamuseum.be/publication_docs/Koni Muluwa and Bostoen 2008 proverbes mbuun.pdf::accessrights:public access"
"Bantu Spirantization: Morphologization, Lexicalization and Historical Classification","Bostoen, K.","","","","Culture & Society","This paper examines the irregular application of the sound change commonly known as 'Bantu Spirantization (BS)'  a particular type of assibilation  in front of certain common Bantu morphemes. This irregularity can to a large extent be explained as the result of the progressive morphologization (through 'dephonologization') and lexicalization to which the sound shift was exposed across Bantu. The interaction with another common Bantu sound change, i.e. the 7-to-5-vowel merger, created the conditions necessary for the morphologization of BS, while analogy played an important role in its blocking and retraction from certain morphological domains. Differing morpho-prosodic constraints are at the origin of the varying heteromorphemic conditioning of BS. These uneven morphologization patterns, especially before the agentive suffix -i, were entrenched in the lexicon thanks to the lexicalization of agent nouns. The typology of Agent Noun Spirantization (ANS) developed in this paper not only contributes to a better understanding of the historical processes underlying the varying patterns of BS morphologization and lexicalization, but also to internal Bantu classification. The different ANS types are geographically distributed in such a way that they allow to distinguish major Bantu subgroups. From a methodological point of view, this article thus shows how differential morphologization and lexicalization patterns can be used as tools for historical classification.","","2008","Article scientifique peer reviewed","yes","","","","","","","","","","","","Diachronica","25, 3","","299-356","","","EN","","Scientifique","","","http://www.africamuseum.be/publication_docs/Bostoen 2008 Diachronica.pdf::accessrights:public access"
"Resolving phonological variability in Bantu lexical reconstructions: the case of 'to bake in ashes'.","Ricquier, B.||Bostoen, K.","","","","Culture & Society","The current number of Bantu lexical reconstructions is seriously inflated due to our partial understanding of diachronic semantic and phonological changes. The online Bantu Lexical Reconstructions 3 (Bastin & Schadeberg 2003) database holds numerous homophonous reconstructions having related meanings as well as multiple synonymic reconstructions whose phonological shape is only minimally dissimilar. This phenomenon is also known as osculance in Bantu studies (Guthrie 1967-1971). In this paper we argue that phonological variability in Bantu lexical reconstructions can often be resolved through a careful reanalysis of synonymic near-homophones. We demonstrate how the osculant quadruplet ° bùmb /° dùmbIk /° bùmbIk /° gùmbIk  meaning to bake in ashes can be reduced to one common Proto-Bantu form and evaluate what implications this has with respect to the history of this particular culinary technique in Bantu speech communities.","","2008","Article scientifique peer reviewed","yes","","","","","","","","","","","","Africana Linguistica","14","","109-149","","","EN","","Scientifique","","","http://www.africamuseum.be/publication_docs/RicquierandBostoen 2008 AL.pdf::accessrights:public access||http://www.africamuseum.be/publication_docs/RicquierandBostoen 2008 AL appendix.pdf::accessrights:public access"
